celltype_1,celltype_2,category,log2_enr_A_K15,log2_enr_A_K200,log2_enr_B_K15,log2_enr_B_K200
Muscle progenitor cells,Pancreatic acinar cells,neither,-0.3086,-0.4513,-0.3212,-2.1656
Muscle progenitor cells,Parasympathetic neurons,neither,-1.1120,-1.6664,-0.9183,-0.6874
Muscle progenitor cells,Posterior roof plate,neither,1.0460,0.2870,0.6513,0.0042
Muscle progenitor cells,Pre-epidermal keratinocytes,neither,-1.6423,-0.9795,-0.6784,-0.6469
Muscle progenitor cells,Pre-osteoblasts (Sp7+),neither,0.9819,-0.0355,-1.2029,-0.6997
Muscle progenitor cells,Primitive erythroid cells,neither,-0.4708,-1.6121,-0.2691,-0.9849
Muscle progenitor cells,Retinal ganglion cells,neither,-1.2581,-1.9474,-1.4574,-2.5657
Muscle progenitor cells,Retinal pigment cells,neither,0.7376,-0.3515,-0.2977,-2.1399
Muscle progenitor cells,Retinal progenitor cells,neither,-0.5896,-0.3443,0.4227,-2.0227
Muscle progenitor cells,Sclerotome,neither,-0.1580,-0.2116,-0.0300,-0.2260
Muscle progenitor cells,Spinal cord dorsal progenitors,neither,-0.5177,-0.1640,-2.1351,-0.4927
Muscle progenitor cells,Spinal cord motor neurons,neither,-0.0465,-0.0533,-1.0942,0.3085
Muscle progenitor cells,Spinal cord ventral progenitors,neither,0.6263,-0.2558,0.3455,0.4258
Muscle progenitor cells,Spinal cord/r7/r8,neither,0.1120,-0.2818,-0.4251,-0.6745
Muscle progenitor cells,Sympathetic neurons,neither,0.0685,-0.7620,-0.6156,-0.6396
Muscle progenitor cells,Telencephalon,neither,-1.8152,-0.5057,-1.4617,-0.3591
Muscle progenitor cells,Thalamic neuronal precursors,neither,-2.2240,-2.4196,-1.0105,-1.5666
Muscle progenitor cells,Ureteric bud,neither,0.7257,-0.0557,-0.8189,-0.4775
Myelinating Schwann cells,Myelinating Schwann cells (Tgfb2+),K15_only,1.5397,-1.2212,1.5901,-1.1646
Myelinating Schwann cells,Myoblasts,neither,-1.3061,-1.3348,-1.2757,-1.2496
Myelinating Schwann cells,Myofibroblasts,neither,-0.7876,-1.3189,-0.9635,-1.3915
Myelinating Schwann cells,Naive retinal progenitor cells,neither,-2.7509,-3.2675,-2.8041,-2.6857
Myelinating Schwann cells,Nephron progenitors,neither,-1.2398,-2.1501,-1.3316,-1.8226
Myelinating Schwann cells,Neural crest (PNS glia),K15_only,2.0918,-0.5859,2.1147,-0.5234
Myelinating Schwann cells,Neural crest (PNS neurons),K15_only,1.6539,-0.9672,1.7434,-0.8194
Myelinating Schwann cells,Neural progenitor cells (Neurod1+),neither,-1.9230,-2.0594,-1.9002,-2.2508
Myelinating Schwann cells,Neurons (Slc17a8+),neither,-2.9204,-1.3844,-1.6008,-1.0778
Myelinating Schwann cells,Olfactory bulb cells,neither,-1.3495,-1.9730,-1.6047,-2.4006
Myelinating Schwann cells,Olfactory epithelial cells,neither,-1.5073,-2.4129,-1.8020,-2.3363
Myelinating Schwann cells,Olfactory sensory neurons,neither,-1.9561,-2.6961,-1.7599,-2.7503
Myelinating Schwann cells,Otic epithelial cells,neither,-1.1343,-1.9841,-0.8617,-1.6160
Myelinating Schwann cells,Otic sensory neurons,neither,-0.4809,-1.6258,-0.8447,-1.4602
Myelinating Schwann cells,Pancreatic acinar cells,neither,-2.9045,-1.8855,-0.8637,-1.8760
Myelinating Schwann cells,Parasympathetic neurons,K15_only,1.7944,-0.8625,1.6987,-1.1179
Myelinating Schwann cells,Posterior roof plate,K15_only,1.3940,-0.1318,1.2687,0.0943
Myelinating Schwann cells,Pre-epidermal keratinocytes,neither,-1.3101,-1.4950,-1.0707,-1.4151
Myelinating Schwann cells,Pre-osteoblasts (Sp7+),neither,-0.9547,-1.3399,-0.9912,-1.1560
Myelinating Schwann cells,Primitive erythroid cells,neither,-0.9377,-1.1056,-1.6243,-1.0301
Myelinating Schwann cells,Retinal ganglion cells,neither,-2.1096,-2.6197,-2.1693,-2.6273
Myelinating Schwann cells,Retinal pigment cells,neither,-1.0991,-2.2949,-1.1749,-1.1760
Myelinating Schwann cells,Retinal progenitor cells,neither,-2.2957,-2.7182,-2.1583,-2.2834
Myelinating Schwann cells,Sclerotome,neither,-0.6936,-1.0547,-0.6123,-0.9816
Myelinating Schwann cells,Spinal cord dorsal progenitors,neither,0.3723,-0.8273,0.2667,-0.8157
Myelinating Schwann cells,Spinal cord motor neurons,neither,-0.2152,-0.9299,-0.6389,-0.9623
Myelinating Schwann cells,Spinal cord ventral progenitors,neither,-0.3440,-0.8479,-0.6285,-0.7977
Myelinating Schwann cells,Spinal cord/r7/r8,neither,0.2484,-1.0423,0.1551,-1.0097
Myelinating Schwann cells,Sympathetic neurons,K15_only,1.8190,-0.9182,1.9588,-0.8814
Myelinating Schwann cells,Telencephalon,neither,-2.0120,-1.1858,-1.7319,-1.0644
Myelinating Schwann cells,Thalamic neuronal precursors,neither,-2.7226,-2.9365,-2.1419,-2.0925
Myelinating Schwann cells,Ureteric bud,neither,-0.3620,-1.6652,-1.1695,-2.1677
Myelinating Schwann cells (Tgfb2+),Myoblasts,neither,-1.9064,-1.8867,-1.9993,-1.7626
Myelinating Schwann cells (Tgfb2+),Myofibroblasts,neither,-1.5556,-2.0421,-1.2068,-2.0661
Myelinating Schwann cells (Tgfb2+),Naive retinal progenitor cells,neither,-3.2823,-4.1229,-2.8549,-3.2478
Myelinating Schwann cells (Tgfb2+),Nephron progenitors,neither,-2.2448,-2.9769,-1.7274,-1.7905
Myelinating Schwann cells (Tgfb2+),Neural crest (PNS glia),K15_only,1.1873,-1.0853,1.1669,-1.0656
Myelinating Schwann cells (Tgfb2+),Neural crest (PNS neurons),neither,-0.1745,-1.6180,0.3543,-1.5129
Myelinating Schwann cells (Tgfb2+),Neural progenitor cells (Neurod1+),neither,-0.9881,-2.8501,-1.3226,-2.2557
Myelinating Schwann cells (Tgfb2+),Neurons (Slc17a8+),neither,-1.8524,-2.2844,-1.3873,-2.0760
Myelinating Schwann cells (Tgfb2+),Olfactory bulb cells,neither,-1.4647,-2.2706,-0.9391,-2.9206
Myelinating Schwann cells (Tgfb2+),Olfactory epithelial cells,neither,-2.3197,-3.0263,-1.1386,-2.6475
Myelinating Schwann cells (Tgfb2+),Olfactory sensory neurons,neither,-2.4502,-3.2000,-2.9696,-2.8101
Myelinating Schwann cells (Tgfb2+),Otic epithelial cells,neither,-0.7299,-2.1522,-0.3023,-1.9162
Myelinating Schwann cells (Tgfb2+),Otic sensory neurons,neither,-0.6343,-2.0058,-0.7079,-1.4135
Myelinating Schwann cells (Tgfb2+),Pancreatic acinar cells,neither,-1.1360,-2.9870,-0.1718,-2.0870
Myelinating Schwann cells (Tgfb2+),Parasympathetic neurons,K15_only,4.2504,0.1106,4.2484,0.3135
Myelinating Schwann cells (Tgfb2+),Posterior roof plate,neither,-0.1262,-0.7314,-0.2473,-0.8098
Myelinating Schwann cells (Tgfb2+),Pre-epidermal keratinocytes,neither,-1.2971,-2.0238,-1.0564,-1.8494
Myelinating Schwann cells (Tgfb2+),Pre-osteoblasts (Sp7+),neither,-3.1191,-1.6541,-0.3302,-1.9004
Myelinating Schwann cells (Tgfb2+),Primitive erythroid cells,neither,0.0305,-1.2127,-1.0220,-2.2801
Myelinating Schwann cells (Tgfb2+),Retinal ganglion cells,neither,-1.9976,-4.4693,-1.2891,-2.9083
Myelinating Schwann cells (Tgfb2+),Retinal pigment cells,neither,-0.0013,-1.8623,-1.1056,-2.0558
Myelinating Schwann cells (Tgfb2+),Retinal progenitor cells,neither,-1.8217,-4.0310,-0.7959,-2.2672
Myelinating Schwann cells (Tgfb2+),Sclerotome,neither,-1.0132,-1.5349,-0.9488,-1.4951
Myelinating Schwann cells (Tgfb2+),Spinal cord dorsal progenitors,neither,-0.6741,-1.4589,-0.1739,-1.6122
Myelinating Schwann cells (Tgfb2+),Spinal cord motor neurons,neither,-2.5276,-1.9400,-0.7449,-1.6902
Myelinating Schwann cells (Tgfb2+),Spinal cord ventral progenitors,neither,-0.5203,-1.3008,-0.3729,-1.3180
Myelinating Schwann cells (Tgfb2+),Spinal cord/r7/r8,neither,-1.0479,-1.6537,-0.6032,-1.6154
Myelinating Schwann cells (Tgfb2+),Sympathetic neurons,neither,0.5422,-1.3225,1.3504,-1.3277
Myelinating Schwann cells (Tgfb2+),Telencephalon,neither,-2.1041,-1.6528,-1.7290,-1.4945
Myelinating Schwann cells (Tgfb2+),Thalamic neuronal precursors,neither,-3.4884,-3.3919,-2.2554,-2.5552
Myelinating Schwann cells (Tgfb2+),Ureteric bud,neither,-0.7618,-2.0869,-1.2749,-2.2485
Myoblasts,Myofibroblasts,K15_only,0.9421,-0.7753,0.8639,-0.7830
Myoblasts,Naive retinal progenitor cells,neither,-2.2933,-2.4331,-2.5751,-2.2915
Myoblasts,Nephron progenitors,neither,-0.6813,-1.4981,-0.3856,-1.4347
Myoblasts,Neural crest (PNS glia),neither,-1.1409,-1.1425,-0.9249,-0.9759
Myoblasts,Neural crest (PNS neurons),neither,-1.4901,-1.5249,-1.3232,-1.3512
Myoblasts,Neural progenitor cells (Neurod1+),neither,-2.3492,-1.6897,-1.9267,-1.6793
Myoblasts,Neurons (Slc17a8+),neither,-0.9971,-0.7703,-0.9438,-0.5677
Myoblasts,Olfactory bulb cells,neither,-1.8753,-1.9597,-2.2924,-2.0341
Myoblasts,Olfactory epithelial cells,neither,-2.2580,-2.1157,-2.0536,-2.0219
Myoblasts,Olfactory sensory neurons,neither,-2.2981,-2.3914,-2.5102,-2.4138
Myoblasts,Otic epithelial cells,neither,-1.8474,-1.7392,-1.5088,-1.4950
Myoblasts,Otic sensory neurons,neither,-1.5299,-1.4198,-1.3473,-1.1596
Myoblasts,Pancreatic acinar cells,neither,-1.3949,-1.1319,-1.1389,-1.1714
Myoblasts,Parasympathetic neurons,neither,-1.8879,-1.6393,-1.9428,-1.6111
Myoblasts,Posterior roof plate,neither,-1.0007,-0.6332,-0.7827,-0.5213
Myoblasts,Pre-epidermal keratinocytes,neither,-1.5757,-1.2383,-1.3752,-1.1254
Myoblasts,Pre-osteoblasts (Sp7+),neither,-1.1364,-1.0140,-1.2051,-0.8438
Myoblasts,Primitive erythroid cells,neither,-1.4414,-0.6351,-1.3143,-0.4547
Myoblasts,Retinal ganglion cells,neither,-2.4025,-1.9572,-2.3899,-2.1148
Myoblasts,Retinal pigment cells,neither,-1.7991,-1.1279,-2.3435,-1.0336
Myoblasts,Retinal progenitor cells,neither,-1.9094,-1.4886,-2.0048,-1.6420
Myoblasts,Sclerotome,neither,-0.9880,-0.8405,-0.9374,-0.7269
Myoblasts,Spinal cord dorsal progenitors,neither,-1.1689,-0.8536,-1.0097,-0.8114
Myoblasts,Spinal cord motor neurons,neither,-0.8477,-0.8131,-0.4299,-0.7061
Myoblasts,Spinal cord ventral progenitors,neither,-0.7127,-0.5613,-0.8320,-0.5507
Myoblasts,Spinal cord/r7/r8,neither,-0.9223,-0.9665,-0.9251,-0.8812
Myoblasts,Sympathetic neurons,neither,-1.5883,-1.4633,-1.3701,-1.4462
Myoblasts,Telencephalon,neither,-2.3219,-1.0118,-2.0879,-0.8347
Myoblasts,Thalamic neuronal precursors,neither,-2.9024,-2.4729,-2.3962,-1.8310
Myoblasts,Ureteric bud,neither,-0.9168,-1.3325,-0.9040,-1.4707
Myofibroblasts,Naive retinal progenitor cells,neither,-2.0587,-2.6578,-2.0528,-2.5155
Myofibroblasts,Nephron progenitors,neither,-0.1672,-1.2569,0.3299,-1.1973
Myofibroblasts,Neural crest (PNS glia),neither,-0.6239,-1.1339,-0.5038,-1.0654
Myofibroblasts,Neural crest (PNS neurons),neither,-1.0012,-1.5016,-0.7202,-1.4181
Myofibroblasts,Neural progenitor cells (Neurod1+),neither,-1.6419,-1.8181,-1.2661,-2.1265
Myofibroblasts,Neurons (Slc17a8+),neither,-1.0420,-0.6471,-1.3664,-0.6694
Myofibroblasts,Olfactory bulb cells,neither,-1.1388,-2.1795,-1.3084,-2.0840
Myofibroblasts,Olfactory epithelial cells,neither,-1.8678,-2.1822,-1.4864,-2.0578
Myofibroblasts,Olfactory sensory neurons,neither,-1.7679,-2.4756,-2.2485,-2.7552
Myofibroblasts,Otic epithelial cells,neither,-1.5783,-1.7631,-0.6586,-1.3599
Myofibroblasts,Otic sensory neurons,neither,-0.6915,-1.3326,-0.1328,-1.0562
Myofibroblasts,Pancreatic acinar cells,neither,-0.5167,-1.8447,-0.2319,-1.2421
Myofibroblasts,Parasympathetic neurons,neither,-1.1445,-1.6284,-1.1577,-1.9019
Myofibroblasts,Posterior roof plate,neither,-1.3429,-0.5681,-1.5718,-0.6758
Myofibroblasts,Pre-epidermal keratinocytes,neither,-1.1307,-1.2491,-0.8823,-1.2234
Myofibroblasts,Pre-osteoblasts (Sp7+),neither,-0.4817,-1.0604,-0.6308,-1.0120
Myofibroblasts,Primitive erythroid cells,neither,-2.4532,-0.7235,-1.2101,-1.4073
Myofibroblasts,Retinal ganglion cells,neither,-2.0353,-2.5526,-2.6886,-2.5989
Myofibroblasts,Retinal pigment cells,neither,-1.6199,-1.8066,-1.3484,-1.4825
Myofibroblasts,Retinal progenitor cells,neither,-1.8097,-1.7956,-1.3457,-2.0772
Myofibroblasts,Sclerotome,neither,-0.4878,-0.8037,-0.4365,-0.7635
Myofibroblasts,Spinal cord dorsal progenitors,neither,-0.5787,-0.8680,-0.7505,-0.9042
Myofibroblasts,Spinal cord motor neurons,neither,-0.4622,-0.7346,-0.2241,-0.6809
Myofibroblasts,Spinal cord ventral progenitors,neither,-0.4931,-0.5568,0.0302,-0.6460
Myofibroblasts,Spinal cord/r7/r8,neither,-0.5667,-0.9666,-0.5323,-0.9486
Myofibroblasts,Sympathetic neurons,neither,-0.8893,-1.4005,-0.7163,-1.6173
Myofibroblasts,Telencephalon,neither,-1.9020,-0.9695,-1.7345,-0.8549
Myofibroblasts,Thalamic neuronal precursors,neither,-2.8140,-2.6873,-2.0960,-1.9008
Myofibroblasts,Ureteric bud,neither,-0.2111,-1.1857,-0.9467,-1.3240
Naive retinal progenitor cells,Nephron progenitors,neither,-1.1216,-3.3385,-1.2937,-3.1444
Naive retinal progenitor cells,Neural crest (PNS glia),neither,-2.2436,-2.9301,-1.8224,-2.7197
Naive retinal progenitor cells,Neural crest (PNS neurons),neither,-3.1257,-3.6042,-2.3723,-2.8516
Naive retinal progenitor cells,Neural progenitor cells (Neurod1+),neither,-0.9538,-2.3549,-1.3662,-2.3933
Naive retinal progenitor cells,Neurons (Slc17a8+),neither,-0.6732,-1.8625,-1.2544,-1.8556
Naive retinal progenitor cells,Olfactory bulb cells,neither,-3.3661,-3.6350,-1.9758,-4.0846
Naive retinal progenitor cells,Olfactory epithelial cells,neither,-1.8468,-3.4175,-2.8051,-3.6426
Naive retinal progenitor cells,Olfactory sensory neurons,neither,-2.7872,-3.8980,-3.5080,-4.2523
Naive retinal progenitor cells,Otic epithelial cells,neither,-3.1906,-3.4932,-2.1201,-2.7243
Naive retinal progenitor cells,Otic sensory neurons,neither,-1.6069,-2.7754,-1.1430,-2.4336
Naive retinal progenitor cells,Pancreatic acinar cells,neither,-1.7938,-2.0960,-1.5295,-2.0023
Naive retinal progenitor cells,Parasympathetic neurons,neither,-2.7015,-3.1267,-1.8511,-2.8684
Naive retinal progenitor cells,Posterior roof plate,neither,-1.5071,-2.7483,-1.6404,-2.4328
Naive retinal progenitor cells,Pre-epidermal keratinocytes,neither,-2.0584,-2.5988,-2.5786,-2.5056
Naive retinal progenitor cells,Pre-osteoblasts (Sp7+),neither,-1.2662,-3.1231,-3.1117,-2.6716
Naive retinal progenitor cells,Primitive erythroid cells,neither,-0.7343,-2.2837,-1.3008,-1.7701
Naive retinal progenitor cells,Retinal ganglion cells,K15_only,4.2358,0.1315,3.4138,-0.7841
Naive retinal progenitor cells,Retinal pigment cells,K15_only,2.9082,0.6179,2.9623,0.1371
Naive retinal progenitor cells,Retinal progenitor cells,K15_only,4.4712,0.7571,3.8948,0.1743
Naive retinal progenitor cells,Sclerotome,neither,-2.1063,-2.2021,-1.9606,-1.9910
Naive retinal progenitor cells,Spinal cord dorsal progenitors,neither,-1.7672,-2.4598,-1.7216,-2.3505
Naive retinal progenitor cells,Spinal cord motor neurons,neither,-1.6969,-2.7748,-1.9217,-2.6293
Naive retinal progenitor cells,Spinal cord ventral progenitors,neither,-3.4273,-2.1350,-0.7767,-1.7446
Naive retinal progenitor cells,Spinal cord/r7/r8,neither,-2.2604,-2.6372,-1.8792,-2.2979
Naive retinal progenitor cells,Sympathetic neurons,neither,-2.5133,-3.5277,-1.7558,-3.1598
Naive retinal progenitor cells,Telencephalon,neither,-1.1256,-1.8442,-1.3337,-1.7855
Naive retinal progenitor cells,Thalamic neuronal precursors,neither,-1.8502,-3.0794,-2.5504,-2.8396
Naive retinal progenitor cells,Ureteric bud,neither,-1.6505,-2.9190,-2.3813,-2.9775
Nephron progenitors,Neural crest (PNS glia),neither,-0.8146,-1.6312,-0.5271,-1.2872
Nephron progenitors,Neural crest (PNS neurons),neither,-1.8861,-2.2206,-0.9349,-1.7723
Nephron progenitors,Neural progenitor cells (Neurod1+),neither,-2.2393,-2.5664,-1.9132,-2.2532
Nephron progenitors,Neurons (Slc17a8+),neither,-1.0633,-1.3535,-0.7548,-1.0431
Nephron progenitors,Olfactory bulb cells,neither,-1.5293,-2.6800,-1.1413,-2.5909
Nephron progenitors,Olfactory epithelial cells,neither,-0.6521,-2.3198,-2.8339,-2.6061
Nephron progenitors,Olfactory sensory neurons,neither,-1.2614,-2.8174,-2.8558,-3.6481
Nephron progenitors,Otic epithelial cells,neither,-3.0351,-2.7950,-0.6693,-2.1175
Nephron progenitors,Otic sensory neurons,neither,-0.7704,-1.5845,-1.7458,-2.3869
Nephron progenitors,Pancreatic acinar cells,neither,-0.5849,-1.3090,-0.6163,-1.0720
Nephron progenitors,Parasympathetic neurons,neither,-1.7796,-2.1855,-1.5371,-1.5446
Nephron progenitors,Posterior roof plate,neither,-0.9628,-1.0230,-0.6640,-1.2434
Nephron progenitors,Pre-epidermal keratinocytes,neither,-1.6743,-1.8433,-1.2537,-1.6745
Nephron progenitors,Pre-osteoblasts (Sp7+),neither,-1.0734,-1.5656,-0.3347,-2.2035
Nephron progenitors,Primitive erythroid cells,neither,0.1451,-0.7294,-0.5245,-1.2804
Nephron progenitors,Retinal ganglion cells,neither,-1.9694,-2.6976,-1.2427,-2.6209
Nephron progenitors,Retinal pigment cells,neither,-0.5039,-1.1941,-0.5753,-3.0429
Nephron progenitors,Retinal progenitor cells,neither,-1.0412,-2.2951,-0.0368,-2.0132
Nephron progenitors,Sclerotome,neither,-0.6719,-1.4211,-0.6724,-1.4075
Nephron progenitors,Spinal cord dorsal progenitors,neither,-1.2122,-1.6710,-1.0448,-1.2393
Nephron progenitors,Spinal cord motor neurons,neither,-0.8469,-1.4415,-0.1916,-1.6663
Nephron progenitors,Spinal cord ventral progenitors,neither,0.0111,-1.1247,-1.1552,-1.1587
Nephron progenitors,Spinal cord/r7/r8,neither,-0.8156,-1.4118,-0.3070,-1.6169
Nephron progenitors,Sympathetic neurons,neither,-0.5680,-1.8542,-1.4364,-2.7858
Nephron progenitors,Telencephalon,neither,-2.0144,-1.5082,-1.6075,-1.4272
Nephron progenitors,Thalamic neuronal precursors,neither,-3.6650,-3.4673,-3.8584,-2.5540
Nephron progenitors,Ureteric bud,K15_only,3.5640,0.5868,3.4105,0.2600
Neural crest (PNS glia),Neural crest (PNS neurons),K15_only,2.4022,-0.5762,2.4989,-0.4273
Neural crest (PNS glia),Neural progenitor cells (Neurod1+),neither,-2.4840,-2.3159,-1.2064,-1.8941
Neural crest (PNS glia),Neurons (Slc17a8+),neither,-1.5685,-1.5321,-1.4165,-0.7603
Neural crest (PNS glia),Olfactory bulb cells,neither,-1.2901,-1.7876,-2.1061,-2.6738
Neural crest (PNS glia),Olfactory epithelial cells,neither,-1.7397,-2.2350,-1.4039,-2.3398
Neural crest (PNS glia),Olfactory sensory neurons,neither,-1.5257,-2.3937,-1.3355,-2.7338
Neural crest (PNS glia),Otic epithelial cells,neither,-1.1472,-1.7798,-0.7254,-1.6031
Neural crest (PNS glia),Otic sensory neurons,neither,-0.6247,-1.6015,-0.0801,-1.0394
Neural crest (PNS glia),Pancreatic acinar cells,neither,-1.2088,-1.8438,-0.5406,-1.4900
Neural crest (PNS glia),Parasympathetic neurons,neither,1.2064,-0.6785,0.8225,-1.0869
Neural crest (PNS glia),Posterior roof plate,K15_only,1.4814,0.2148,1.8583,0.3216
Neural crest (PNS glia),Pre-epidermal keratinocytes,neither,-1.0071,-1.3195,-0.7696,-1.1905
Neural crest (PNS glia),Pre-osteoblasts (Sp7+),neither,-0.3523,-1.0190,0.1776,-0.8294
Neural crest (PNS glia),Primitive erythroid cells,neither,0.5437,-0.5840,-0.9136,-0.3664
Neural crest (PNS glia),Retinal ganglion cells,neither,-1.8831,-2.6635,-1.8109,-2.6123
Neural crest (PNS glia),Retinal pigment cells,neither,-1.0110,-2.1733,-1.0330,-1.8057
Neural crest (PNS glia),Retinal progenitor cells,neither,-0.7937,-2.1292,-0.9332,-2.3104
Neural crest (PNS glia),Sclerotome,neither,-0.4729,-0.8623,-0.1953,-0.7461
Neural crest (PNS glia),Spinal cord dorsal progenitors,K15_only,0.5977,-0.5461,0.5398,-0.5999
Neural crest (PNS glia),Spinal cord motor neurons,neither,-0.2832,-0.8641,-0.3276,-0.8494
Neural crest (PNS glia),Spinal cord ventral progenitors,neither,-0.3531,-0.6152,-0.1286,-0.8194
Neural crest (PNS glia),Spinal cord/r7/r8,K15_only,0.5946,-0.8177,0.5413,-0.7895
Neural crest (PNS glia),Sympathetic neurons,K15_only,1.7661,-0.6856,1.6730,-0.5678
Neural crest (PNS glia),Telencephalon,neither,-1.7121,-0.9869,-1.5137,-0.7983
Neural crest (PNS glia),Thalamic neuronal precursors,neither,-2.8264,-2.6419,-2.1164,-2.0146
Neural crest (PNS glia),Ureteric bud,neither,-0.5700,-1.3556,-1.4994,-1.9558
Neural crest (PNS neurons),Neural progenitor cells (Neurod1+),neither,-2.4157,-2.3904,-3.6486,-2.5573
Neural crest (PNS neurons),Neurons (Slc17a8+),neither,-0.4011,-1.7415,-0.4821,-0.9139
Neural crest (PNS neurons),Olfactory bulb cells,neither,-0.7675,-1.9881,-1.2012,-2.9607
Neural crest (PNS neurons),Olfactory epithelial cells,neither,-1.4983,-2.5949,-1.7646,-2.4481
Neural crest (PNS neurons),Olfactory sensory neurons,neither,-1.8673,-2.8735,-1.7021,-3.0519
Neural crest (PNS neurons),Otic epithelial cells,neither,-0.8270,-2.1061,-0.5565,-1.6281
Neural crest (PNS neurons),Otic sensory neurons,neither,0.1698,-1.5886,0.3817,-1.2188
Neural crest (PNS neurons),Pancreatic acinar cells,neither,-2.7223,-2.1849,-1.4955,-1.7718
Neural crest (PNS neurons),Parasympathetic neurons,neither,0.1797,-1.4119,-0.0467,-1.8440
Neural crest (PNS neurons),Posterior roof plate,K15_only,1.7455,0.0366,1.5641,0.1542
Neural crest (PNS neurons),Pre-epidermal keratinocytes,neither,-1.3827,-1.6757,-1.1708,-1.5585
Neural crest (PNS neurons),Pre-osteoblasts (Sp7+),neither,-1.7477,-1.5194,-0.6571,-1.2460
Neural crest (PNS neurons),Primitive erythroid cells,neither,-1.3300,-1.1234,0.7319,-0.9231
Neural crest (PNS neurons),Retinal ganglion cells,neither,-2.0729,-3.6090,-2.0659,-2.7745
Neural crest (PNS neurons),Retinal pigment cells,neither,-1.5068,-2.4689,-0.8116,-1.4763
Neural crest (PNS neurons),Retinal progenitor cells,neither,-1.6837,-3.2643,-2.3441,-2.1113
Neural crest (PNS neurons),Sclerotome,neither,-0.9511,-1.2506,-0.7147,-1.1196
Neural crest (PNS neurons),Spinal cord dorsal progenitors,neither,0.2746,-0.9495,0.3893,-0.8211
Neural crest (PNS neurons),Spinal cord motor neurons,neither,-0.1587,-0.9537,-0.2974,-0.7760
Neural crest (PNS neurons),Spinal cord ventral progenitors,neither,-0.5325,-0.8489,-0.3764,-0.8954
Neural crest (PNS neurons),Spinal cord/r7/r8,K15_only,0.3704,-1.1507,0.5522,-1.0497
Neural crest (PNS neurons),Sympathetic neurons,K15_only,1.7269,-0.9857,1.9282,-0.8411
Neural crest (PNS neurons),Telencephalon,neither,-2.3038,-1.4133,-2.0840,-1.2405
