celltype_1,celltype_2,category,log2_enr_A_K15,log2_enr_A_K200,log2_enr_B_K15,log2_enr_B_K200
Megakaryocytes,Pre-osteoblasts (Sp7+),neither,-2.6412,-2.9568,-1.8919,-2.4618
Megakaryocytes,Primitive erythroid cells,neither,0.1350,-0.7545,0.0871,-0.6933
Megakaryocytes,Retinal ganglion cells,neither,-3.0958,-4.1598,-4.6173,-4.0581
Megakaryocytes,Retinal pigment cells,neither,-1.7262,-2.9647,-2.0323,-2.7663
Megakaryocytes,Retinal progenitor cells,neither,-1.7742,-3.8430,-2.9323,-3.3977
Megakaryocytes,Sclerotome,neither,-2.0512,-2.0513,-2.1034,-1.8185
Megakaryocytes,Spinal cord dorsal progenitors,neither,-4.1745,-2.7252,-3.2248,-2.7954
Megakaryocytes,Spinal cord motor neurons,neither,-2.0743,-2.9329,-1.7052,-2.3822
Megakaryocytes,Spinal cord ventral progenitors,neither,-1.5747,-2.9435,-1.5427,-2.1584
Megakaryocytes,Spinal cord/r7/r8,neither,-2.8043,-2.5984,-2.2651,-2.3302
Megakaryocytes,Sympathetic neurons,neither,-3.8935,-3.8097,-2.5277,-2.9780
Megakaryocytes,Telencephalon,neither,-3.1108,-2.1756,-2.7242,-1.7789
Megakaryocytes,Thalamic neuronal precursors,neither,-4.0985,-4.0264,-3.2251,-3.1528
Megakaryocytes,Ureteric bud,neither,-1.0589,-2.8147,-1.4985,-2.6536
Melanocyte cells,Metanephric mesenchyme,neither,-1.0180,-2.5446,-0.6390,-1.3989
Melanocyte cells,Microglia,neither,-1.1307,-3.2325,0.0363,-1.9300
Melanocyte cells,Midbrain,neither,-2.2309,-1.7662,-1.6114,-1.4367
Melanocyte cells,Midbrain-hindbrain boundary,neither,-0.8849,-2.6450,-0.4502,-1.6972
Melanocyte cells,Midgut/Hindgut epithelial cells,neither,-2.0741,-1.4803,-1.6955,-2.0941
Melanocyte cells,Monocytes,neither,-0.4901,-2.8700,0.5842,-1.0319
Melanocyte cells,Muscle progenitor cells,neither,0.3937,-0.4324,-0.3935,-0.1599
Melanocyte cells,Myelinating Schwann cells,K15_only,1.2439,-0.6070,1.2390,-0.4710
Melanocyte cells,Myelinating Schwann cells (Tgfb2+),neither,0.4652,-0.8071,0.9570,-0.2140
Melanocyte cells,Myoblasts,neither,-1.5649,-1.0418,-0.9753,-0.8333
Melanocyte cells,Myofibroblasts,neither,-1.0476,-1.0478,-0.3335,-0.8760
Melanocyte cells,Naive retinal progenitor cells,neither,-2.6783,-4.0702,-0.8081,-2.5067
Melanocyte cells,Nephron progenitors,neither,-0.0665,-1.9744,-0.7401,-0.6184
Melanocyte cells,Neural crest (PNS glia),K15_only,2.0112,-0.0676,2.0725,0.1986
Melanocyte cells,Neural crest (PNS neurons),K15_only,1.5193,-0.4901,2.0345,-0.1606
Melanocyte cells,Neural progenitor cells (Neurod1+),neither,-1.8517,-1.5485,-0.5290,-1.5811
Melanocyte cells,Neurons (Slc17a8+),neither,-0.8189,-1.9432,-0.5544,-0.3210
Melanocyte cells,Olfactory bulb cells,neither,-0.2157,-3.2564,-0.8655,-1.6916
Melanocyte cells,Olfactory epithelial cells,neither,-0.4170,-2.4331,-2.3727,-1.6811
Melanocyte cells,Olfactory sensory neurons,neither,-0.5365,-2.5584,-0.8082,-2.0223
Melanocyte cells,Otic epithelial cells,neither,-1.0109,-1.7724,-0.8362,-1.0715
Melanocyte cells,Otic sensory neurons,neither,0.0415,-1.1508,-1.3811,-1.8883
Melanocyte cells,Pancreatic acinar cells,neither,-0.4335,-1.5184,-0.4472,-1.0411
Melanocyte cells,Parasympathetic neurons,neither,1.1488,-0.3174,1.6078,0.1726
Melanocyte cells,Posterior roof plate,neither,1.5860,0.9697,0.5162,0.7955
Melanocyte cells,Pre-epidermal keratinocytes,neither,-1.0761,-1.1700,-0.7264,-1.0120
Melanocyte cells,Pre-osteoblasts (Sp7+),neither,-0.7003,-1.3567,0.0502,-0.7019
Melanocyte cells,Primitive erythroid cells,neither,-0.6480,-2.1371,0.6227,0.1548
Melanocyte cells,Retinal ganglion cells,neither,-1.6062,-3.8520,-0.2407,-1.9452
Melanocyte cells,Retinal pigment cells,neither,-0.3708,-2.4091,-0.4158,-1.0134
Melanocyte cells,Retinal progenitor cells,neither,-0.8005,-2.4711,-0.7798,-1.5329
Melanocyte cells,Sclerotome,neither,-0.7762,-0.8292,-0.2459,-0.6133
Melanocyte cells,Spinal cord dorsal progenitors,neither,0.3720,-0.4334,0.2359,-0.5000
Melanocyte cells,Spinal cord motor neurons,neither,-1.0292,-0.6442,-0.4081,-0.5377
Melanocyte cells,Spinal cord ventral progenitors,neither,-1.2547,-0.5851,0.7079,-0.0899
Melanocyte cells,Spinal cord/r7/r8,neither,0.0483,-0.9192,0.0890,-0.5501
Melanocyte cells,Sympathetic neurons,neither,0.8768,-0.5364,0.8044,-0.6936
Melanocyte cells,Telencephalon,neither,-1.7623,-0.9824,-1.6762,-0.5908
Melanocyte cells,Thalamic neuronal precursors,neither,-2.1688,-2.5040,-1.5213,-1.9089
Melanocyte cells,Ureteric bud,neither,-1.1348,-2.4947,-0.0796,-1.4190
Metanephric mesenchyme,Microglia,neither,-2.5183,-2.7342,-2.4324,-3.3130
Metanephric mesenchyme,Midbrain,neither,-3.2028,-2.8451,-2.7906,-2.6564
Metanephric mesenchyme,Midbrain-hindbrain boundary,neither,-1.1263,-1.8539,-1.4302,-2.9743
Metanephric mesenchyme,Midgut/Hindgut epithelial cells,neither,-1.7830,-2.9950,-1.5060,-2.5140
Metanephric mesenchyme,Monocytes,neither,-1.3833,-2.5989,-1.3481,-2.8830
Metanephric mesenchyme,Muscle progenitor cells,neither,-0.6213,-0.8548,-1.2934,-1.5055
Metanephric mesenchyme,Myelinating Schwann cells,neither,-1.4521,-2.3423,-1.5301,-2.1946
Metanephric mesenchyme,Myelinating Schwann cells (Tgfb2+),neither,-1.9291,-2.7317,-1.0517,-2.6458
Metanephric mesenchyme,Myoblasts,neither,-0.8542,-1.8728,-0.8088,-1.9039
Metanephric mesenchyme,Myofibroblasts,neither,-0.1257,-1.8026,0.2167,-1.7953
Metanephric mesenchyme,Naive retinal progenitor cells,neither,-2.9052,-3.8487,-3.8472,-3.7971
Metanephric mesenchyme,Nephron progenitors,K15_only,4.6026,0.4804,4.5184,0.4963
Metanephric mesenchyme,Neural crest (PNS glia),neither,-1.1168,-2.1379,-0.6625,-1.7512
Metanephric mesenchyme,Neural crest (PNS neurons),neither,-1.6360,-2.4149,-0.8074,-2.0946
Metanephric mesenchyme,Neural progenitor cells (Neurod1+),neither,-3.5077,-3.3992,-2.2820,-2.9444
Metanephric mesenchyme,Neurons (Slc17a8+),neither,-1.0135,-2.1446,-1.6638,-2.4717
Metanephric mesenchyme,Olfactory bulb cells,neither,-2.6458,-3.7590,-2.2642,-3.3239
Metanephric mesenchyme,Olfactory epithelial cells,neither,-1.6818,-3.4016,-1.7613,-3.1174
Metanephric mesenchyme,Olfactory sensory neurons,neither,-1.8130,-3.4286,-3.3704,-3.9374
Metanephric mesenchyme,Otic epithelial cells,neither,-2.3965,-2.9993,-1.6889,-2.9932
Metanephric mesenchyme,Otic sensory neurons,neither,-1.0562,-2.5676,-0.7529,-1.8210
Metanephric mesenchyme,Pancreatic acinar cells,neither,-1.2590,-4.2026,0.5771,-1.4784
Metanephric mesenchyme,Parasympathetic neurons,neither,-1.3753,-2.3134,-1.8076,-2.7420
Metanephric mesenchyme,Posterior roof plate,neither,-0.8662,-1.3942,0.0772,-1.8560
Metanephric mesenchyme,Pre-epidermal keratinocytes,neither,-1.5821,-2.2729,-1.2452,-2.2367
Metanephric mesenchyme,Pre-osteoblasts (Sp7+),neither,-1.7289,-2.0330,-1.2900,-2.5312
Metanephric mesenchyme,Primitive erythroid cells,neither,-0.1172,-1.8928,-1.2529,-1.9310
Metanephric mesenchyme,Retinal ganglion cells,neither,-2.1903,-3.6959,-3.6754,-3.0379
Metanephric mesenchyme,Retinal pigment cells,neither,-1.1147,-3.0767,-1.3481,-1.6395
Metanephric mesenchyme,Retinal progenitor cells,neither,-1.9815,-4.2536,-2.1103,-2.8917
Metanephric mesenchyme,Sclerotome,neither,-1.0215,-1.8117,-0.7540,-1.7760
Metanephric mesenchyme,Spinal cord dorsal progenitors,neither,-1.5075,-2.3052,-1.1183,-1.8816
Metanephric mesenchyme,Spinal cord motor neurons,neither,-1.1432,-1.9696,-1.5284,-1.7639
Metanephric mesenchyme,Spinal cord ventral progenitors,neither,-0.3809,-1.5877,-0.6994,-1.8207
Metanephric mesenchyme,Spinal cord/r7/r8,neither,-1.3063,-2.0709,-0.7951,-1.9844
Metanephric mesenchyme,Sympathetic neurons,neither,-1.9389,-2.3711,-1.5774,-2.1631
Metanephric mesenchyme,Telencephalon,neither,-2.4309,-2.0102,-1.8868,-1.8431
Metanephric mesenchyme,Thalamic neuronal precursors,neither,-3.1195,-3.7287,-2.5747,-2.8492
Metanephric mesenchyme,Ureteric bud,K15_only,2.2302,-1.1962,2.0792,-1.3907
Microglia,Midbrain,neither,-3.4394,-2.8436,-2.6474,-2.1640
Microglia,Midbrain-hindbrain boundary,neither,-0.2096,-2.7320,-0.8169,-2.0567
Microglia,Midgut/Hindgut epithelial cells,neither,-1.5796,-3.0916,-0.9149,-1.7719
Microglia,Monocytes,both_K,2.2975,1.5791,2.0463,1.5334
Microglia,Muscle progenitor cells,neither,-0.8559,-2.0787,-0.7243,-2.4058
Microglia,Myelinating Schwann cells,neither,-1.9397,-2.6109,-3.1230,-2.3235
Microglia,Myelinating Schwann cells (Tgfb2+),neither,-1.3406,-3.2458,-1.0966,-1.9081
Microglia,Myoblasts,neither,-2.8812,-2.0229,-2.0135,-1.4505
Microglia,Myofibroblasts,neither,-2.4517,-2.3818,-1.5064,-1.8486
Microglia,Naive retinal progenitor cells,neither,-2.2286,-3.6100,-2.1685,-2.8250
Microglia,Nephron progenitors,neither,-1.4311,-3.0709,-1.2594,-1.6122
Microglia,Neural crest (PNS glia),neither,-2.1479,-2.5450,-2.2926,-2.4875
Microglia,Neural crest (PNS neurons),neither,-2.3221,-3.2040,-2.7153,-2.9527
Microglia,Neural progenitor cells (Neurod1+),neither,-2.3350,-4.2503,-1.2993,-2.9813
Microglia,Neurons (Slc17a8+),neither,-1.1274,-2.1962,-0.9816,-1.8674
Microglia,Olfactory bulb cells,neither,-1.6091,-2.6225,-1.4381,-2.6977
Microglia,Olfactory epithelial cells,neither,-1.9843,-3.1444,-3.2768,-3.2730
Microglia,Olfactory sensory neurons,neither,-1.6940,-3.2703,-2.2995,-3.1896
Microglia,Otic epithelial cells,neither,-3.1413,-2.9508,-1.6660,-1.9448
Microglia,Otic sensory neurons,neither,-1.4530,-3.1339,-2.1169,-1.8042
Microglia,Pancreatic acinar cells,neither,-0.6261,-0.8121,-0.8120,-3.5641
Microglia,Parasympathetic neurons,neither,-1.8659,-3.6742,0.1137,-1.9225
Microglia,Posterior roof plate,neither,-1.0228,-1.7649,-0.8708,-2.7417
Microglia,Pre-epidermal keratinocytes,neither,-2.2774,-2.3237,-2.2006,-1.7990
Microglia,Pre-osteoblasts (Sp7+),neither,-2.1661,-3.0562,-0.7214,-1.4905
Microglia,Primitive erythroid cells,neither,1.6750,0.2108,0.8875,0.2362
Microglia,Retinal ganglion cells,neither,-2.0600,-3.2283,-1.6536,-2.8372
Microglia,Retinal pigment cells,neither,-0.5405,-1.4314,-0.7611,-0.9489
Microglia,Retinal progenitor cells,neither,-1.1044,-2.1371,-1.3168,-2.9470
Microglia,Sclerotome,neither,-2.1895,-1.5257,-1.9311,-1.2250
Microglia,Spinal cord dorsal progenitors,neither,-1.9092,-2.2484,-1.9111,-2.2103
Microglia,Spinal cord motor neurons,neither,-0.5306,-2.1967,-1.1505,-1.0751
Microglia,Spinal cord ventral progenitors,neither,-1.6549,-2.9742,-0.4541,-1.8729
Microglia,Spinal cord/r7/r8,neither,-3.0195,-2.0116,-1.8996,-1.6536
Microglia,Sympathetic neurons,neither,-1.2602,-2.5997,-1.8593,-2.3250
Microglia,Telencephalon,neither,-2.7044,-1.6026,-2.0170,-1.0337
Microglia,Thalamic neuronal precursors,neither,-3.3673,-3.7411,-2.5400,-2.5154
Microglia,Ureteric bud,neither,-1.5130,-3.1788,-0.7293,-2.0219
Midbrain,Midbrain-hindbrain boundary,K15_only,1.0668,-0.6571,0.8410,-0.7315
Midbrain,Midgut/Hindgut epithelial cells,neither,-2.5395,-2.3006,-2.2876,-2.0929
Midbrain,Monocytes,neither,-3.9155,-3.0787,-4.7589,-2.4060
Midbrain,Muscle progenitor cells,neither,-1.3663,-1.1386,-2.6710,-1.3462
Midbrain,Myelinating Schwann cells,neither,-2.3577,-1.8720,-2.0034,-1.7538
Midbrain,Myelinating Schwann cells (Tgfb2+),neither,-2.9267,-2.4322,-2.6322,-2.1984
Midbrain,Myoblasts,neither,-2.4663,-1.6043,-2.4900,-1.5332
Midbrain,Myofibroblasts,neither,-2.2249,-1.6400,-1.9957,-1.6106
Midbrain,Naive retinal progenitor cells,neither,-2.1829,-2.5108,-2.0426,-2.4017
Midbrain,Nephron progenitors,neither,-3.1506,-2.4642,-2.7366,-2.2319
Midbrain,Neural crest (PNS glia),neither,-1.8493,-1.6166,-1.5643,-1.4169
Midbrain,Neural crest (PNS neurons),neither,-2.5132,-2.0384,-2.0929,-1.8756
Midbrain,Neural progenitor cells (Neurod1+),neither,-1.2969,-1.3947,-1.2115,-1.5370
Midbrain,Neurons (Slc17a8+),neither,-1.5620,-1.1011,-1.1444,-1.0735
Midbrain,Olfactory bulb cells,neither,-2.1314,-2.1210,-2.5666,-2.3765
Midbrain,Olfactory epithelial cells,neither,-2.4929,-2.5721,-2.6537,-2.4509
Midbrain,Olfactory sensory neurons,neither,-2.7452,-2.8314,-2.5721,-2.8756
Midbrain,Otic epithelial cells,neither,-2.3616,-2.2003,-1.8745,-1.8717
Midbrain,Otic sensory neurons,neither,-2.3867,-1.9929,-1.6949,-1.5978
Midbrain,Pancreatic acinar cells,neither,-2.3938,-2.0218,-1.8758,-1.8763
Midbrain,Parasympathetic neurons,neither,-2.2541,-2.1536,-2.2833,-2.1193
Midbrain,Posterior roof plate,neither,-1.8072,-1.1761,-1.0976,-1.0681
Midbrain,Pre-epidermal keratinocytes,neither,-2.1967,-1.6745,-2.2071,-1.6587
Midbrain,Pre-osteoblasts (Sp7+),neither,-2.0290,-1.4627,-1.5479,-1.3435
Midbrain,Primitive erythroid cells,neither,-0.9289,-1.0073,-0.6980,-0.8338
Midbrain,Retinal ganglion cells,neither,-1.5699,-1.9451,-1.5538,-2.1732
Midbrain,Retinal pigment cells,neither,-1.1469,-1.3635,-2.1739,-1.1710
Midbrain,Retinal progenitor cells,neither,-1.3757,-1.3606,-1.0772,-1.4284
Midbrain,Sclerotome,neither,-1.9481,-1.3427,-1.9357,-1.2651
Midbrain,Spinal cord dorsal progenitors,neither,-0.7406,-1.1651,-0.6593,-1.1639
Midbrain,Spinal cord motor neurons,neither,-2.1021,-1.4488,-1.8943,-1.4557
Midbrain,Spinal cord ventral progenitors,neither,-0.9028,-0.9411,-0.7657,-0.8014
Midbrain,Spinal cord/r7/r8,neither,-1.3703,-1.3725,-1.3837,-1.4080
Midbrain,Sympathetic neurons,neither,-2.0151,-1.9600,-2.2669,-2.1308
Midbrain,Telencephalon,neither,-2.1475,-1.3111,-2.1063,-1.2284
Midbrain,Thalamic neuronal precursors,neither,-2.0553,-2.5061,-1.9841,-2.0941
Midbrain,Ureteric bud,neither,-2.4469,-2.0518,-2.7576,-2.3256
Midbrain-hindbrain boundary,Midgut/Hindgut epithelial cells,neither,-2.1836,-2.6667,-1.4825,-1.4321
Midbrain-hindbrain boundary,Monocytes,neither,-0.5325,-2.9471,-0.3423,-1.3614
Midbrain-hindbrain boundary,Muscle progenitor cells,neither,0.3435,-0.5107,-0.3234,-1.2317
Midbrain-hindbrain boundary,Myelinating Schwann cells,neither,-1.7373,-1.6954,-0.8737,-1.4618
Midbrain-hindbrain boundary,Myelinating Schwann cells (Tgfb2+),neither,-1.9610,-2.2156,-1.1782,-2.5817
Midbrain-hindbrain boundary,Myoblasts,neither,-2.0972,-1.2912,-1.4721,-1.2554
Midbrain-hindbrain boundary,Myofibroblasts,neither,-1.6657,-1.3061,-1.4644,-1.4830
Midbrain-hindbrain boundary,Naive retinal progenitor cells,neither,-1.2141,-2.4575,-0.9541,-2.7857
Midbrain-hindbrain boundary,Nephron progenitors,neither,-1.1425,-2.0578,0.3797,-1.1468
Midbrain-hindbrain boundary,Neural crest (PNS glia),neither,-1.2856,-1.6581,-0.5495,-0.7948
Midbrain-hindbrain boundary,Neural crest (PNS neurons),neither,-0.8605,-1.8284,-0.9200,-1.7617
Midbrain-hindbrain boundary,Neural progenitor cells (Neurod1+),neither,0.8515,-0.8277,-1.3286,-1.2830
Midbrain-hindbrain boundary,Neurons (Slc17a8+),neither,-0.8822,-0.6097,-0.4600,-1.6407
Midbrain-hindbrain boundary,Olfactory bulb cells,neither,-0.2983,-2.3408,-0.7302,-2.4073
Midbrain-hindbrain boundary,Olfactory epithelial cells,neither,-2.1271,-2.6206,-2.1209,-3.3768
Midbrain-hindbrain boundary,Olfactory sensory neurons,neither,-2.2479,-2.7459,-2.1404,-3.4183
Midbrain-hindbrain boundary,Otic epithelial cells,neither,-1.1305,-2.7080,-0.6137,-1.9634
Midbrain-hindbrain boundary,Otic sensory neurons,neither,-0.0654,-1.6245,-0.1930,-1.1778
Midbrain-hindbrain boundary,Pancreatic acinar cells,neither,-0.4717,-2.5923,-0.3687,-0.7853
Midbrain-hindbrain boundary,Parasympathetic neurons,neither,-1.5274,-1.3287,-0.0281,-0.7574
Midbrain-hindbrain boundary,Posterior roof plate,neither,-0.7944,-1.9186,-0.3999,-0.9429
Midbrain-hindbrain boundary,Pre-epidermal keratinocytes,neither,-1.2139,-1.4514,-1.5642,-1.3357
Midbrain-hindbrain boundary,Pre-osteoblasts (Sp7+),neither,0.1999,-1.1209,0.2511,-0.9448
Midbrain-hindbrain boundary,Primitive erythroid cells,neither,-0.7009,-1.2162,-0.3098,-0.5973
Midbrain-hindbrain boundary,Retinal ganglion cells,neither,-0.7031,-2.1307,-0.0189,-1.8141
Midbrain-hindbrain boundary,Retinal pigment cells,neither,-0.4041,-2.4818,0.6577,-0.7587
Midbrain-hindbrain boundary,Retinal progenitor cells,neither,-0.8627,-2.5523,0.3450,-0.9298
Midbrain-hindbrain boundary,Sclerotome,neither,-1.5793,-1.0664,-0.7831,-0.8006
Midbrain-hindbrain boundary,Spinal cord dorsal progenitors,neither,0.4499,-0.2851,1.6889,0.0325
Midbrain-hindbrain boundary,Spinal cord motor neurons,neither,0.1842,-1.2381,-1.2176,-1.1583
Midbrain-hindbrain boundary,Spinal cord ventral progenitors,both_K,2.1206,0.8393,2.4296,1.1327
Midbrain-hindbrain boundary,Spinal cord/r7/r8,neither,-0.7395,-0.8213,-0.6232,-0.6722
Midbrain-hindbrain boundary,Sympathetic neurons,neither,-1.2444,-2.4472,-0.7703,-1.9765
Midbrain-hindbrain boundary,Telencephalon,neither,-1.7692,-0.8216,-1.3134,-0.6492
Midbrain-hindbrain boundary,Thalamic neuronal precursors,neither,-1.8909,-2.6829,-2.0271,-1.9746
Midbrain-hindbrain boundary,Ureteric bud,neither,-1.2138,-1.5786,-0.9202,-2.1295
Midgut/Hindgut epithelial cells,Monocytes,neither,-0.4294,-3.0486,-1.3987,-2.5106
Midgut/Hindgut epithelial cells,Muscle progenitor cells,neither,-1.6717,-0.8896,-0.3428,-0.4484
Midgut/Hindgut epithelial cells,Myelinating Schwann cells,neither,-1.4577,-2.0595,-1.7259,-1.8592
Midgut/Hindgut epithelial cells,Myelinating Schwann cells (Tgfb2+),neither,-1.9967,-2.4304,-1.5394,-2.4973
Midgut/Hindgut epithelial cells,Myoblasts,neither,-2.1467,-1.7757,-1.6550,-1.3557
Midgut/Hindgut epithelial cells,Myofibroblasts,neither,-1.5202,-1.8493,-0.7528,-1.4804
Midgut/Hindgut epithelial cells,Naive retinal progenitor cells,neither,-2.2389,-3.3282,-1.7569,-2.7042
Midgut/Hindgut epithelial cells,Nephron progenitors,neither,-2.4802,-2.6519,-2.0990,-2.4052
Midgut/Hindgut epithelial cells,Neural crest (PNS glia),neither,-1.0080,-2.0614,-1.1196,-1.6838
Midgut/Hindgut epithelial cells,Neural crest (PNS neurons),neither,-2.1235,-2.5028,-1.1865,-2.1168
Midgut/Hindgut epithelial cells,Neural progenitor cells (Neurod1+),neither,-1.9904,-3.0199,-2.3562,-2.4741
Midgut/Hindgut epithelial cells,Neurons (Slc17a8+),neither,-2.0695,-1.4428,-0.1358,-0.6667
Midgut/Hindgut epithelial cells,Olfactory bulb cells,neither,-1.7082,-3.1164,-1.3299,-1.6896
Midgut/Hindgut epithelial cells,Olfactory epithelial cells,neither,-1.9232,-2.6011,-1.4247,-2.4249
Midgut/Hindgut epithelial cells,Olfactory sensory neurons,neither,-2.4697,-3.0861,-1.6415,-3.0888
Midgut/Hindgut epithelial cells,Otic epithelial cells,neither,-1.8821,-2.4163,-0.5952,-1.6656
Midgut/Hindgut epithelial cells,Otic sensory neurons,neither,-1.1244,-2.3721,-1.5628,-2.0496
Midgut/Hindgut epithelial cells,Pancreatic acinar cells,K15_only,2.6974,0.1556,2.5248,-0.0617
Midgut/Hindgut epithelial cells,Parasympathetic neurons,neither,-3.0249,-2.3491,-2.8785,-1.7860
Midgut/Hindgut epithelial cells,Posterior roof plate,neither,-1.9203,-1.5362,1.0232,-1.2468
Midgut/Hindgut epithelial cells,Pre-epidermal keratinocytes,neither,-1.7276,-1.9182,-1.2442,-1.5821
Midgut/Hindgut epithelial cells,Pre-osteoblasts (Sp7+),neither,-2.3806,-1.6943,-1.7792,-1.5754
Midgut/Hindgut epithelial cells,Primitive erythroid cells,neither,-0.1688,-1.9277,-0.3013,-0.8358
Midgut/Hindgut epithelial cells,Retinal ganglion cells,neither,-1.6714,-3.4097,-2.7515,-2.9998
Midgut/Hindgut epithelial cells,Retinal pigment cells,neither,-0.1550,-2.5256,-1.3987,-1.4895
Midgut/Hindgut epithelial cells,Retinal progenitor cells,neither,-0.4522,-2.1188,-0.5891,-3.1984
Midgut/Hindgut epithelial cells,Sclerotome,neither,-1.5646,-1.6482,-1.3064,-1.2669
Midgut/Hindgut epithelial cells,Spinal cord dorsal progenitors,neither,-1.3731,-1.6484,-1.1973,-1.4667
Midgut/Hindgut epithelial cells,Spinal cord motor neurons,neither,-0.9893,-1.8314,-0.6016,-1.5368
Midgut/Hindgut epithelial cells,Spinal cord ventral progenitors,neither,-1.1807,-1.7545,-0.7653,-1.1483
Midgut/Hindgut epithelial cells,Spinal cord/r7/r8,neither,-1.7799,-1.7224,-1.3613,-1.5644
Midgut/Hindgut epithelial cells,Sympathetic neurons,neither,-1.7874,-2.2613,-0.9763,-2.2075
Midgut/Hindgut epithelial cells,Telencephalon,neither,-1.9484,-1.6745,-1.6446,-1.2568
Midgut/Hindgut epithelial cells,Thalamic neuronal precursors,neither,-3.3182,-3.1256,-2.1708,-2.3155
Midgut/Hindgut epithelial cells,Ureteric bud,neither,-0.0011,-1.7622,-1.6906,-2.0196
Monocytes,Muscle progenitor cells,neither,-0.3509,-1.3614,-0.2977,-2.1571
Monocytes,Myelinating Schwann cells,neither,-1.0856,-2.4882,-1.7598,-2.3678
Monocytes,Myelinating Schwann cells (Tgfb2+),neither,-1.2526,-2.0582,-0.1056,-1.7547
Monocytes,Myoblasts,neither,-3.0548,-1.8142,-2.1211,-1.7185
Monocytes,Myofibroblasts,neither,-3.0185,-2.3477,-1.3484,-1.8413
Monocytes,Naive retinal progenitor cells,neither,-1.9442,-3.3073,-2.4300,-5.6920
Monocytes,Nephron progenitors,neither,-0.6573,-3.2605,-0.5753,-2.0624
Monocytes,Neural crest (PNS glia),neither,-2.3736,-2.2508,-1.0330,-1.9647
Monocytes,Neural crest (PNS neurons),neither,-1.8999,-4.1794,-0.8116,-2.6679
Monocytes,Neural progenitor cells (Neurod1+),neither,-1.2486,-3.3845,-1.2502,-4.3619
Monocytes,Neurons (Slc17a8+),neither,-0.4885,-1.8369,-0.4249,-2.5609
Monocytes,Olfactory bulb cells,neither,-0.7634,-1.9464,-0.6789,-2.3211
Monocytes,Olfactory epithelial cells,neither,-2.2319,-2.9895,-2.0197,-2.4763
Monocytes,Olfactory sensory neurons,neither,-2.3397,-3.3767,-2.0389,-3.0032
Monocytes,Otic epithelial cells,neither,-1.8722,-5.1808,-0.5257,-2.0939
Monocytes,Otic sensory neurons,neither,-1.3348,-2.4873,1.2021,-1.0878
Monocytes,Pancreatic acinar cells,neither,-0.2446,-1.9101,-0.3399,-2.2937
Monocytes,Parasympathetic neurons,neither,-0.9257,-3.8302,-0.9620,-1.8383
Monocytes,Posterior roof plate,neither,-0.4340,-1.7377,-0.3688,-2.4494
Monocytes,Pre-epidermal keratinocytes,neither,-3.1002,-2.2707,-2.7628,-1.5631
Monocytes,Pre-osteoblasts (Sp7+),neither,-1.1285,-3.1968,-1.2553,-1.9915
Monocytes,Primitive erythroid cells,neither,-0.3775,-0.8869,-0.2851,-0.5234
Monocytes,Retinal ganglion cells,neither,-0.0554,-2.5243,-1.5162,-3.1372
Monocytes,Retinal pigment cells,neither,-0.2073,-1.8133,-0.3152,-1.2675
Monocytes,Retinal progenitor cells,neither,-0.4762,-1.1983,-0.6080,-3.1665
Monocytes,Sclerotome,neither,-2.7989,-1.5243,-1.8064,-1.1676
Monocytes,Spinal cord dorsal progenitors,neither,-1.5286,-3.5334,-2.2061,-2.4591
Monocytes,Spinal cord motor neurons,neither,-0.3925,-2.3233,-1.1435,-2.6526
Monocytes,Spinal cord ventral progenitors,neither,-0.7917,-1.9745,0.3115,-1.3048
Monocytes,Spinal cord/r7/r8,neither,-3.5476,-2.6828,-3.0904,-1.4378
Monocytes,Sympathetic neurons,neither,-1.9705,-2.9752,-1.6777,-2.0768
Monocytes,Telencephalon,neither,-3.2061,-1.7688,-2.0492,-0.9581
Monocytes,Thalamic neuronal precursors,neither,-3.8778,-3.6051,-3.9029,-2.9344
Monocytes,Ureteric bud,neither,-0.7054,-2.3614,-0.8592,-2.6265
Muscle progenitor cells,Myelinating Schwann cells,neither,-0.4153,-0.5323,0.3176,-0.7925
Muscle progenitor cells,Myelinating Schwann cells (Tgfb2+),neither,-0.4777,-1.5418,-1.0574,-0.7540
Muscle progenitor cells,Myoblasts,K15_only,1.3007,-0.2020,1.1370,-0.2189
Muscle progenitor cells,Myofibroblasts,K15_only,2.0460,0.3854,1.6693,0.0936
Muscle progenitor cells,Naive retinal progenitor cells,neither,-0.6406,-2.0132,-1.3561,-2.2104
Muscle progenitor cells,Nephron progenitors,neither,0.1967,-0.6058,-0.5459,-0.1126
Muscle progenitor cells,Neural crest (PNS glia),neither,0.1294,-0.6671,0.0354,-0.4843
Muscle progenitor cells,Neural crest (PNS neurons),neither,-0.9022,-0.9204,-0.0011,-0.6015
Muscle progenitor cells,Neural progenitor cells (Neurod1+),neither,-1.4732,-1.9613,0.8020,-1.6224
Muscle progenitor cells,Neurons (Slc17a8+),neither,-0.6041,-0.6618,-0.4022,-0.8420
Muscle progenitor cells,Olfactory bulb cells,neither,-0.9262,-1.1019,-0.6453,-1.5903
Muscle progenitor cells,Olfactory epithelial cells,neither,-0.5294,-1.3482,-1.9515,-2.5402
Muscle progenitor cells,Olfactory sensory neurons,neither,-1.0576,-1.9581,-0.9704,-2.3591
Muscle progenitor cells,Otic epithelial cells,neither,0.1729,-1.1759,-1.4668,-1.3528
Muscle progenitor cells,Otic sensory neurons,neither,-0.5682,-1.6495,-1.0712,-1.6130
